en_name,zh_name,ja_name
DEATH FIELD: The Battle Royale of Disaster,死亡战场：灾难大逃杀,
Shadow Company: Left for Dead,幻影特工队,
Dead Rising 2: Off the Record,丧尸围城2：绝密档案,
Resistance 3,抵抗 3,
Living Legends: Bound by Wishes,生命传奇4：心愿之缚,
Smart as...,大众脑锻炼,
Palworld,幻兽帕鲁,パルワールド
ZJWS,枝江往事,
Killer Chambers,杀人屋,
Little Friends: Dogs & Cats,小小伙伴 狗狗&貓貓,
Chorus,和声,
Darkest of Days,暗黑之日,
Fairy Tales Carnival,大富翁童话共和国,
Touhou: Dreamland of Infinity,东方梦无境,
Border Patrol,边境机器人 VR,
Pro Rugby Manager 2015,英式橄榄球经理2015,
Ghost Recon: Wildland,幽灵行动：荒野,
,圣剑传说DS 玛娜之子,聖剣伝説DS チルドレン オブ マナ
Parhelion,幻日,
Dungeon Of Dragon Knight,龙骑士之墓,
Army of Pixels,像素军队,
Tales of hearts R,心灵传说R,
The Dark Side of the Moon,月的黑暗面,
E.Y.E.：Divine Cybermancy,黑客战队：异度神兆,
Amelie's Cafe: Holiday Spirit,艾米丽的咖啡屋：圣诞节精神,
Casual Mahjong,休闲麻将,
Five Nights at Freddy's: Sister Location,玩具熊的五夜后宫：姐妹地点,
Jurassic World Evolution,侏罗纪世界 进化,
,勇者斗恶龙5 天空的新娘,ドラゴンクエストV 天空の花嫁
Life is not Auto,生命不是自动的,
Summer in Mara,玛拉的夏天,
Freedom Finger,自由的中指,
FINAL FANTASY VII EVER CRISIS,最终幻想7 Ever Crisis,
688(I)Hunter/Killer,688I深海猎鲨,
The Adventures of LinShanHai,林山海探案集,
Siege Survival: Gloria Victis,征服的荣耀：围城,
Carnivore Land,肉食之地,
,首都高BATTLE,首都高バトル
Revived Legends: Road of the Kings,重生传说：众王之路,
Multilytheus,多重幻境,
Sheng Hua Lie Ren,生化猎人,
,梦幻之星 伊鲁米那斯的野望,ファンタシースターユニバース イルミナスの野望
,荣光的见证 Glory's Witness,
JoJo's Bizarre adventure: Eyes of Heaven,JOJO的奇妙冒险：天堂之眼,
After Off War,战争之后,
Bee Simulator,蜜蜂模拟器,
Pili Shen Zhou Online,霹雳神州Online,
Cabela's Big Game Hunter 2006,坎贝拉猎人2006,
CD2: Trap Master - Prologue,CD 2：陷阱大师 - 序章,
Lv Se Chuan Qi,绿色传奇,
,最后的故事,ラストストーリー
Operation Flashpoint：Cold War Crisis,闪点行动：冷战危机,
American Conquest：Fight Back,征服美洲：反击,
Lucky Luke: Transcontinental railroad builders,幸运的卢克：横贯大陆的铁路建设者,
Mystery Case Files：Escape From Ravenhearst,神秘视线8：逃离幽灵山庄,
TINcan Race,罐头机器人赛车,
FatSheep Crisis,肥羊危机,
Waves Of Death,死亡浪潮,
Burnout Paradise Remastered,火爆狂飙 天堂 重制版,
Exo One,外星一号,
Final Fantasy XV Pocket Edition,最终幻想15 口袋版,
Final Fantasy Xlll-2,最终幻想13-2,
Oriental Empires,东方帝国,
Three of Us,我们仨,
Stranger Things 3,怪奇物语3,
Kero Blaster,青蛙爆破者,
Rock Boshers DX: Directors Cut,碎石者：导演剪辑版,
Thunder Fleets,雷霆舰队,
,跳跃吧！鲤鱼王,はねろ！コイキング
Combo Card Clashers,卡牌连击：对决,
Mighty Switch Force! Collection,强力转换合集,
Audiosurf 2,音速冲浪2,
F1 Manager 2000,一级方程式赛车经理2000,
DiRT 4,尘埃4,
The Church in the Darkness,黑暗中的教堂,
,卡片召唤师：革命,カルドセプト：リボルト
Creepy Tale 2,惊悚故事2,
,剑刃风暴 百年战争,
Little triangle,小三角大英雄,
Full Metal Panic! Fight: Who Dares Wins,全金属狂潮 谁与争锋,
REDFALL,红霞岛,
Tokyo Mirage Sessions #FE,幻影异闻录#FE,
OF MICE AND SAND -REVISED-,沙漠的老鼠团修正版,
The last world,世界终结之后,
Room No 404,404号房间,
The Chosen Soul,剑灵1,
SanctuaryRPG,字符圣殿,
The Witness,见证者,
Nyctophobia,黑夜恐怖症,
Ba Shi,霸世,
Into the Maze,步入迷宫,
Devil Sealing Stone,禁魔石,
Nobunaga no Yabou: Souzou with Power-Up Kit,信长之野望14：创造-威力加强版,
Vox,像素世界,
Dragon Quest III HD-2D Remake,勇者斗恶龙3 HD-2D重制,
No One Survived,无人生还,
KungFu Kickball,乌龙功夫球,
,天地劫序传 幽城幻剑录,
Left 4 Dead,生存之旅,
Blood of the Alchemists,炼金术士之血,
Airport Tower Simulator 2012,模拟航空塔台2012,
Youda Sushi Chef 2,优达寿司大亨2,
Gulong Heroes,真古龙群侠传Online,
Beekyr: Eco Shoot'em up,蜜蜂战士,
Might & Magic Heroes 6 ： Pirates of the Savage Sea,魔法门之英雄无敌6：荒夷海盗,
Mercedes-Benz Truck Racing,梅赛德斯奔驰卡车赛,
Pro Evolution Soccer 2012,实况足球2012,
The Brookhaven Experiment,布鲁克海文实验,
Among the Sleep,梦意杀机,
Shantae and the Seven Sirens,桑塔与七神,
Bleak Sword DX,荒绝之剑 DX,
Final War: Freedom and honor,炽炎传说,
Dead Containment,安全壳,
Corril Slayer,鬼灵杀手,
Spectraball,光谱球,
Astroneer,异星探险家,
The Misadventures of P.B.Winterbottom,温特伯顿先生的不幸旅程,
Super Panda Adventures,超级熊猫大冒险,
Seduce Me,美男计,
Fitness Boxing 2: Rhythm & Exercise,有氧拳击2 节奏与锻炼,
Air Hockey,气垫球,
Deity Quest,神王之路,
,最终幻想 冒险者,ファイナルファンタジー エクスプローラーズ
Webbed,勇网直前,
Magic Flute,莫扎特的魔笛,
Royal Riddles: Fill And Cross,皇家谜题,
Birdie Click,鸟哥鸟妹,
Worms Battlegroud,百战天虫 战场,
Blade Strangers,剑骑烈传 刃之异邦人,
,仙道孤旅,
Nioh 2,仁王2,
The Secret of the Nautilus,鹦鹉螺号的秘密,
Paper Cut Mansion,剪纸公寓,
The Legend of the Toltecs Gold,托尔特克的黄金传说,
Quadrilateral Cowboy,四边形牛仔,
Dead Rising:Chop Till You Drop,丧尸围城 丧尸的祭品,
,超级马力欧兄弟3,スーパーマリオブラザーズ3
Lukewarm Massacre: The Spirit of Light,稍温屠杀：光精灵,
Total War: WARHAMMER,全面战争：战锤,
Dark Lore Mysteries: The Hunt for Truth,黑暗传说：真理狩猎,
Pronty: Fishy Adventure,弃海：波弟大冒险,
Scarlet Hood and the Wicked Wood,红帽仙踪,
Rival Stars Horse Racing: Desktop Edition,家族传奇：马匹养成竞技,
I'm not Alone,我不是一个人,
Rocketbirds: Hardboiled Chicken,火箭鸟：铁汉雄鸡,
Sango Heroes 2,三国群英传2,
Meowjiro,猫次郎,
TrackMania2 Valley,赛道狂飙2：山谷,
Inspector Gadget - Mad Time Party,神探加杰特：疯狂时光派对,
Pilgrims,朝圣者,
Monster Energy Supercross - The Official Videogame 4,怪物能量超级越野赛车4,
Voodoo Garden,巫术花园,
WRC 10 FIA World Rally Championship,世界汽车拉力锦标赛10,
Angel Cat Sugar,天使猫,
Sword Art Online: Lost Song,刀剑神域：失落之歌,
Nancy Drew：Curse of Blackmoor Manor,南茜朱尔：黑沼泽庄园的诅咒之谜,
Disgaea 5,魔界战记5,
SUPER CHICKEN JUMPER,超级跳跳鸡,
BOXHEAD:Immortal,僵尸危机：不朽,
Dead Block,死亡街区,
KALPA OF SWORD,剑气劫,
The Arland Atelier Trilogy,亚兰德的炼金术士三部曲,
Oxygen Cocktail,氧气鸡尾酒,
Siege of Avalon,围攻阿瓦隆,
Go Kart Rally,卡丁车拉力赛,
Akiba's Trip 2,秋叶原之旅2,
Dogfight 1942,空中缠斗1942,
Turbo Golf Racing,飞车派对：乱斗高尔夫,
,琳琳,
Yong Zhe Da Ren,勇者大人一行杀人事件,
Halo: Infinite,光环：无限,
102 Dalmatians: Puppies to the Rescue,102斑点狗：营救行动,
Station Manager,箱庭铁道物语,
Sky Force Reloaded,傲气雄鹰：重装上阵,
Into the Void,遁入虚空,
zong cai，ni xiang he she tan lian ai,总裁，你想和谁谈恋爱,
,秘封噩梦日记,秘封ナイトメアダイアリー ～ Violet Detector.
Backyard Football 2008,后院橄榄球2008,
The Magic Circle,魔法圈,
Silent Hill 3,寂静岭3,サイレントヒル3
Azure Striker Gunvolt 2,苍穹雷霆Gunvolt2,
UEFA Challenge,欧洲足球争霸赛,
MU: LEGEND,奇迹：传奇,
Yargis: Space Melee,雅吉斯：太空乱斗,
Iron Soul,钢铁之魂,
Rich 7: HK,大富翁7：游香江,
Hyperspace Dogfights,超空间格斗,
Time Crisis 3,化解危机3,
,向日葵：天空的鹅卵石,ひまわり-Pebble in the Sky-
Urban Reign,君临都市,
SoulCalibur 6,灵魂能力6,
Veggie Quest: The Puzzle Game,蔬菜斗恶兔：解谜游戏,
Forced Showdown,强制对决,
Naninights,纳尼夜,
Octahedron: Transfixed Edition,八面体,
Warden: Melody of the Undergrowth,守望者：丛林的记忆,
SPACEPLAN,太空计划,
Whispered Secrets: The Story of Tideville,低语的秘密：泰德维尔的故事,
Spirits of Mystery：Song of the Phoenix,鬼魂之谜2：凤凰之歌,
Day of the Zombie,丧尸之日,
Earth 2160,地球2160,
Valkyrius,女武神,
Dual Universe,双重宇宙,
Tales of the Mirror,古镜记,
SILENT HILL 2 Remake,寂静岭2：重制版,
Frobisher Says!,弗罗比舍如是说,
Cloudberry Kingdom,云端王国,
Mall Tycoon 2,商场大亨2,
,火焰纹章 Engage,ファイアーエムブレム エンゲージ
,哆啦A梦：大雄的新恐龙,ドラえもん のび太の新恐竜
Runaway Express Mystery,失控的神秘列车,
Intergalactic Bubbles,星际泡泡,
Lumencraft,深岩破裂者,
Terraria: Otherworld,泰拉瑞亚：来世,
AMNESIA World,失忆症 世界,
Hellboy: Web of Wyrd,地狱男爵：怀尔德之网,
Goken,极道,
Lucius III,卢修斯3,
Shadowrun Returns,暗影狂奔 归来,
Hogwarts Legacy,霍格沃茨之遗2,
Metaloid: Origin,合金战士：起源,
Qimendunjia,奇门遁甲,
Glow Ball,发光球,
Devil Survivor Overclock,恶魔幸存者 超时极限,
Pinball Master,弹球大师,
Dead Space,死亡空间 重制版,
Lakeburg Legacies,情定雷克堡：月老模拟器,
Princess Maker 2 Refine,美少女梦幻物语 2 Refine,
L.A. Noire,黑色洛城,
Mabinogi：Heros,洛奇英雄传,
Going Under,向下走,
Need for Speed: Underground 2,极品飞车8：地下狂飙2,
,战场女武神 重制版,戦場のヴァルキュリア リマスター
Making History: The Calm & the Storm,创造历史：平静与风暴,
Goblin Sword,哥布林之剑,
Dreamfall: The Longest Journey,梦陨：无尽的旅程,
Jack Axe: The Trial,斧女侠小婕：试炼,
Hunt Down The Freeman,追捕弗里曼,
Arizona Sunshine,亚利桑那阳光,
Get Even,报复,
Race On,职业赛车,
Dragon Cliff,龙崖,
Bob Was Hungry,鲍勃很饿,
F1 Championship Season 2000,F1锦标赛2000,
Need For Speed: Most Wanted,极品飞车：无间追踪,
Treasure Adventure Game,财宝大冒险,
,噬神者 爆裂,ゴッドイーターバースト
The War of Genesis 4,创世纪战4,
,热血三国志,くにおくんの三国志だよ 全員集合！
Starship Unlimited: Divided Galaxies,星舰无限版：破碎星系,
EARTH DEFENSE FORCE: IRON RAIN,地球防卫军 铁雨,
The Political Machine 2020,政治机器2020,
Riddle of the Sphinx：An Egyptian Adventure,斯芬克斯之谜,
,东方拉拉队,
Warhammer Quest: Silver Tower,战锤任务：银塔,
On A Roll 3D,势如破竹：3D版,
Domination,统治,
Speed Over flow,临兵驰者,
Office Freakout,疯狂办公室,
Surface：Mystery of Another World,表面：另一个世界之谜,
Rogue Explorer,流浪探险家,
Pixel Painter,画家之战,
,潘多拉之塔,パンドラの塔 君のもとへ归るまで
Paws and Claws: Pampered Pets,宠物商店：水疗中心,
Magic: Duels of the Planeswalkers 2015,万智牌：旅法师对决2015,
The Rockin' Dead,死亡摇滚,
UEFA Euro 2012,欧洲杯2012,
Lilith-M,机械灵域,
Confrontation,魔域对抗,
Car Mechanic Simulator 2015,汽车修理工模拟2015,
Mall Tycoon,商场大亨,
,孤军深入,
Supreme Commander Forged Alliance,最高指挥官：虚假联盟,
Tyranny,暴行,
The Day Before,浩劫前夕,
Full Throttle,极速天龙,
Haunted Legends: The Undertaker,幽灵传说3：送葬者,
Galactic Express,银河特快,
Race for the Galaxy,银河竞逐,
Tiny Tina's Wonderlands,小缇娜的奇幻之地,
LEGO Drome Racers,乐高疯狂赛车,
Fireworks XR,烟花秀,
Cross of the Dutchman,荷兰十字架,
Cooking Dash,美女餐厅：疯狂烹饪,
Mahjong Cub3d,上海3D麻将,
Bloodbath,血浴,
Square Brawl,方块战争,
Tennis World Tour,网球世界巡回赛,
Pacific Fighters,太平洋战机,
I commissioned some mice 4,我委托了一些老鼠4,
Battle for Presidency,总统格斗,
,太鼓达人DS 七岛大冒险,太鼓の達人
Disney Infinity,迪士尼 无限,
Generator Rex: Agent of Providence,发电机雷克斯 邪恶联盟,
Alice in Wonderland,爱丽丝梦游仙境,
Elemental War 2,元素战争2,
Veronica Rivers：Portals to the Unknown,薇若妮卡：未知入口,
Race 07 The WTCC Game,WTCC世界房车锦标赛07,
Hegemony Rome: The Rise of Caesar,罗马霸权：凯撒崛起,
Jalopy,老爷车之旅,
DUCATI - 90th Anniversary,杜卡迪 90周年纪念版,
,双生幻想,
Swords & Souls: Neverseen,刀剑与灵魂：尼弗森,
,女神侧身像2 希尔梅莉亚,ヴァルキリープロファイル2 シルメリア
Eternal Quest,圈圈勇士,
Kingdoms In Chaos,混沌王国,
The Last Guardian,最后的守护者,
767 Pilot In Command,767碧空鹰杰,
Jigsaw With Animals,动物拼图,
I Am Future,我是未来：悠闲末日生活,
TASOMACHI,黄昏沉眠街,黄昏ニ眠ル街
,月蝕,
Megabyte Punch,兆字节重击,
Wonder Boy Returns Remix,神奇男孩回归 Remix,
Wangan Warrior X,湾岸战士X,
ROCKMAN EXE,洛克人EXE合集,
Ninja Stealth 3,潜行忍者3,
Vestaria Saga Gaiden 2,维斯塔利亚传说2：希尔瓦比西之圣剑,
,大地探索者,アースシーカー
Age of Mahjong,麻将时代,
Samorost 3,银河历险记 3,
Commandos 2 - HD Remaster,盟军敢死队2：高清复刻版,
Scourge: Outbreak,天灾：爆发,
Wind Fantasy 5,风色幻想5：赤月战争,
how to survive:zombie island 2,生存指南2,
Rainy Season,梅雨之日,
Traffic Giant,交通巨人,
UNDER NIGHT IN-BIRTH II Sys:Celes,夜下降生2：星制天球,
,DIARIO 重生之月 传奇,ディアーリオ リバースムーン レジェンド
R.B.I. Baseball 18,R.B.I.棒球18,
Mahjong World Contest,世界麻将大赛,
Pants Quest,寻找裤子,
Engage,虫灾区,
Hatsune Miku: Project DIVA F,初音未来：歌姬计划F,
LuckCatchers,运气捕手,
WRC FIA World Rally Championship 6,FIA世界汽车拉力锦标赛6,
Atelier Totori Plus: The Adventure of Arland,托托莉的工作室加强版：亚兰德的炼金术士2,
Warbirds Extreme,终极空战,
Primal Carnage: Extinction,原始杀戮 灭绝,
Exploman,3D炸弹小子,
Blair Witch,女巫布莱尔,
,战场的圆舞曲,戦場の円舞曲
Resident Evil Code: Veronica X,生化危机 代号：维罗妮卡X,
Disney's Chicken Little,四眼天鸡,
Ultraman Fighting Evolution 3,奥特曼格斗进化 3,
Life Restart,人生重开模拟器,
yingxiongshishi,英雄史诗,
Fhtagn Simulator,发糖模拟器,
Ship Simulator Extremes,模拟航船极限版,
Natural Selection,物竞天择,
Dreamscaper: Prologue,层层梦境：序章,
Sid Meier's Railroads!,席德梅尔的铁路,
SOKOBOT,松果机器人,
Kneedle Knight,鼠鼠骑士,
HJ: Sacrifice,恐怖监狱：献祭,
Viscera Cleanup Detail,内脏清洁工,
Soda Dungeon 2,苏打地牢2,
Shadow Bug,暗影之虫,
,第3次超级机器人大战Z 天狱篇,第3次スーパーロボット大戦Z 天獄篇
Starry Knight,星夜骑士,
Gunman Clive,枪手克里夫,
Oliver's Adventures in the Fairyland,奥利佛童话王国历险记,
Soldier of Fortune 2：Double Helix,命运战士2：双重螺旋,
,魔女与百骑兵,魔女と百騎兵
Always Sometimes Monsters,每人心中都有一只怪兽,
Breath of Death VII,死亡气息VII：起源,
,新版赵云传,
Loopindex,循环大陆,
Race To Sanity,奔向理智,
Aground,搁浅,
Avernum 4,阿佛纳姆4,
Famicom Detective Club：The Girl Who Stands Behind,Famicom侦探俱乐部 站在身后的少女,
Rescue Operation,救援行动,
Touhou Unreal Mahjong,东方幻想麻将,
"About Love,Hate and the other ones",爱与恨的纠葛,
Contract Bridge Solo,单人桥牌,
Ultimate Rock Crawler,极限攀岩车,
Unreal Tournament 2003,虚幻竞技场2003,
Trinity Survivors,三小幸存者,
Drop Hunt,坠落狩猎,
Internet Cafe Simulator 2,网吧模拟器2,
FlatOut 4: Total Insanity,横冲直撞4：彻底失控,
The Pedestrian,步行者,
Cabela's Hunting Expeditions,坎贝拉狩猎探险,
Gunslinger Stratos Reloaded,枪神斯托拉塔斯：重装上阵,
Pink Heaven,粉红天堂,
Broken Roads,破碎之路,
,桃太郎电铁2017 站起来日本！！,桃太郎電鉄2017 たちあがれ日本!!
Home Behind 2,归家异途2,
Contradiction: Spot The Liar!,矛盾 识破说谎者,
RICO: London,RICO伦敦,
Legends of Dawn,黎明传说,
Dog Unit New York: Detective Max,纽约警犬：侦探马克思,
Turbo Dismount,车祸英雄,
Green Hell,绿色地狱,
Mars Rover Simulator,火星探测器模拟器,
Rick and Morty: Virtual Rick-ality,瑞克和莫蒂VR,
Vietnam '65,越战1965,
Space Mages: Dimension 33,太空魔法师：维度33,
EVE: Valkyrie,EVE：瓦尔基里,
12 Labours of Hercules V: Kids of Hellas,大力神的十二道考验5：赫拉斯的孩童,
Max Gentlemen,帽子绅士,
,出包王女Darkness 狂喜热斗,ToLOVEる ダークネス バトルエクスタシー
Cosmodread,宇宙恐惧症,
Douyu Battle,斗鱼战争,
,常轨脱离Creative,
Jazz and Faust,爵士和浮士德,
INFECTED - Super Soldier Project,感染 - 超级士兵计划,
,紧急出口 逃脱大师DS,
Epistory - Typing Chronicles,纸境奇缘：文字大冒险,
Farming Simulator 2009,模拟农场2009,
Chinese Paladin 3,仙剑奇侠传3,
Duck Game,鸭王争霸赛,
Crysis 3,孤岛危机3,
Raging Loop,人狼村之谜,
Opaline: 2 Fates 1 Love,蛋白石：不同命运相同的爱,
Lone Wolf: World War 2,孤狼：第二次世界大战,
Sangokushi 5,三国志5,
Tomb of Tyrants,暴君之墓,
cat three kingdoms,猫三国,
The Nightmare Cooperative,噩梦战队,
Egypt Picross: Pharaoh's Riddles,埃及数图：法老之谜,
Pile Up! Box by Box,堆叠！逐箱,
Torment: Tides of Numenera,折磨：扭蒙拉之潮,
RIO - Raised In Oblivion,里约：遗忘的成长,
Krater,末日余痕,
The Uncertain: Light At The End,不确定性：末日光芒,
Eador: Genesis,伊多：创世纪,
,蛋蛋掌门日志,
Mages of Mystralia,秘奥法师,
New York Mysteries: Secrets of the Mafia,纽约风云：黑手党的秘密,
Heretic 2,异教徒2,
Forest Golf Planner,打造吧！高尔夫之森,
Diner Dash: Flo on the Go,美女餐厅：忙碌的菲奥,
,告别回忆 历代回忆录 第1册,メモリーズオフ ヒストリア 上巻
Guns，Gore&Cannoli,枪、血、黑手党,
The Sims 4: Outdoor Retreat,模拟人生4：露天度假,
Spate,雨一直下,
Force of Nature 2: Ghost Keeper,自然之力2：幽灵守护者,
